รายวิชาเพิ่มเติม ม.5  2/2568,,"  หมายเหตุ :  1.  นักเรียนต้องอ่านเงื่อนไขของบางรายวิชาให้ชัดเจน และห้ามลงทะเบียนเรียนซ้ำในรายวิชาที่เคยเรียนมาแล้วในช่วง ม.4-6
ว30234,เคมี 4,2,4,"ศึกษาและทดลองเกี่ยวกับปัจจัยที่มีผลต่อสมดุลและค่าคงที่สมดุลตามหลักของเลอชาเตอริเอ ทฤษฎีกรด-เบส การคำนวณ pH-pOH ปฏิกิริยาสะเทิน ปฏิกิริยาไฮโดรลิซิสของเกลือ 
อินดิเคเตอร์ การไทเทรตกรด-เบส สารละลายบัฟเฟอร์",อ.ธาริณี,1,วิทย์-คณิต,33,,,,,,,,,✔,✔,,,,,,✔,✔,,,
,,,,,อ.ธาริณี,2,วิทย์-คณิต,33,,✔,✔,,,,,,,,,✔,,,,,,,,✔
,,,,,อ.จักรกฤต,3,วิทย์-คณิต,33,,,,✔,✔,,,,✔,✔,,,,,,,,,,
,,,,,อ.จักรกฤต,4,วิทย์-คณิต,33,,✔,✔,,,,,,,,,✔,,,,,,,,✔
ว32253,ชีววิทยา 3,1.5,3,"ศึกษาเรื่อง ระบบการย่อยอาหาร การลําเลียงสารในสัตว์
การหายใจ และการสืบพันธุ์ของสัตว์ เพื่อนําความรู้ไปใช้ประโยชน์ในชีวิตประจําวัน",ผศ.น้ำผึ้ง,1,วิทย์-คณิต,30,,,,,,,,,,,,,✔,✔,✔,,,,,
,,,,,อ.ศุจิกา,2,วิทย์-คณิต,30,,,,✔,✔,,,,✔,,,,,,,,,,,
,,,,,อ.สายสวาท,3,วิทย์-คณิต,30,,,,,,✔,✔,,,,,,✔,,,,,,,
,,,,,อ.สายสวาท,4,วิทย์-คณิต,30,,,,,,,,,✔,,,,,,,✔,✔,,,
,,,,,อ.ดร.โอภาส,5,วิทย์-คณิต,30,,,,,,✔,✔,,,,,,,,,,,,,✔
ว30265,ลมฟ้าอากาศและสภาพอากาศสุดขั้ว,1,2,"ศึกษาปรากฎการณ์ที่เป็นพื้นฐานของการเกิดและ
การเปลี่ยนแปลงลมฟ้าอากาศ ผ่านกระบวนการลงมือปฏิบัติ อภิปราย ทำการทดลอง สร้างแบบจำลองเพื่ออธิบายปัจจัยที่ทำให้เกิดเมฆ ทำการทดลองเพื่ออธิบายผลของละอองลอย 
เมฆ แก๊สเรือนกระจก อัตราส่วนการสะท้อน สัณฐาณและการเอียงของแกนหมุนโลก พร้อมวิธีการปรับตัวและรับมือ
ผลกระทบ เพื่อให้สามารถอยู่ร่วมกับธรรมชาติได้อย่างยั่งยืน",อ.วิทยา,1,วิทย์-คณิต,35,,,,✔,✔,,,,,,,,,,,,,,,
ว32260,พลังงานแห่งคลื่นและสายน้ำ,1,2,ศึกษาการหมุนเวียนของกระแสน้ำในมหาสมุทรที่ทำหน้าที่รักษาสมดุลของพลังงานโลกผ่านการสร้างแบบจำลองการทดลอง การหมุนเวียนของกระแสน้ำลึกและกระแสน้ำผิวหน้าที่ส่งผลต่อระบบนิเวศและเศรษฐกิจ รูปแบบการเกิดน้ำขึ้นน้ำลง การแปลความหมายผังลุ่มน้ำและการติดตามสถานการณ์น้ำในประเทศไทย การผลิตพลังงานทดแทนจากการไหลของกระแสน้ำ เขื่อน และคลื่นในมหาสมุทร เพื่อเป็นแหล่งพลังงานที่ยั่งยืน,อ.วิทยา,1,วิทย์-คณิต,35,,,,,,,,,,,,,,✔,✔,,,,,
ว30270,พื้นฐานการเขียนโปรแกรมภาษาซี,1,2,"ศึกษาปฏิบัติเกี่ยวกับหลักการเขียนโปรแกรม วิธีออกแบบและพัฒนาโปรแกรมคอมพิวเตอร์ พื้นฐานทางเทคโนโลยีและวิศวกรรม การเขียนผังงาน (Flowchart) ไวยากรณ์ของภาษาซี (C) โครงสร้างของข้อมูลและตัวแปร การดําเนินการทางคณิตศาสตร์และตรรกศาสตร์ งานฟังก์ชั่น การออกแบบ
อัลกอริทึม โปรแกรมควบคุมไมโครคอลโทลเลอร์ (Arduino)  และโครงงานสิ่งประดิษฐ์ควบคุมด้วยโปรแกรมคอมพิวเตอร์",อ.อมรินทร์,1,วิทย์-คณิต,8,,,,,,,,,,,,,,,,✔,✔,,,
ว32270,โคดดิง,1,2,เรียนรู้การเขียนโปรแกรมคอมพิวเตอร์เพื่อการควบคุมการทำงานของไมโครคอนโทรลเลอร์ เรียนรู้การใช้งานเซนเซอร์ต่างๆ สร้างชิ้นงานต้นแบบจากเทคโนโลยี IoT เพื่อแก้ปัญหาต่างๆ ในชีวิตประจำวัน เช่น การควบคุมการเปิด-ปิดอุปกรณ์เครื่องใช้ไฟฟ้าผ่านแอพพลิเคชั่นบนสมาร์ทโฟน การทำ Smart Farm หรือแนวคิดการแก้ปัญหาอื่นตามความสนใจของนักเรียน,อ.ธนวัฒน์,1,วิทย์-คณิต,25,,,,,,,,,,,,,,,,✔,✔,,,
ว30293,นอนศาสตร์,0.5,1,เรียนรู้เกี่ยวกับทฤษฎีและงานวิจัยทางวิทยาศาสตร์ที่เกี่ยวข้องกับศาสตร์การนอนที่เกี่ยวข้องกับกลไกการทํางานของสมองมนุษย์โดยตรง เพื่อให้นักเรียนดูแลการนอนให้มีประสิทธิภาพยิ่งขึ้น รวมถึงวิธีการลดความเสี่ยงต่อโรคจากการพักผ่อนไม่เพียงพอ รู้จักแนวทางการนอนพักกลางวันพร้อมทั้งปฏิบัติจริงเพื่อเพิ่มประสิทธิภาพในการทํากิจกรรมอื่นๆ ระหว่างวันสูงขึ้น,อ.วรุตม์,1,ทุกกลุ่ม,12,,,,,,,,,,,,,,,,,,,,✔
ว30238,เคมี CUD AP 2,1,2,"ศึกษา ทดลอง เกี่ยวกับ สารประกอบอินทรีย์ หมู่ฟังก์ชัน 
การเขียนสูตร การเรียกชื่อ สมบัติทางกายภาพและสมบัติทางเคมีของสารอินทรีย์ประเภทต่าง ๆ การนำไปใช้ประโยชน์และอันตรายของสารประกอบอินทรีย์บางชนิด (ต่อ) ศึกษาเกี่ยวกับ มอนอเมอร์ พอลิเมอร์ ปฏิกิริยาในการสังเคราะห์พอลิเมอร์ และผลิตภัณฑ์พอลิเมอร์",อ.รัฏฏิกา,1,วิทย์-คณิต,3,"เฉพาะนักเรียนในโครงการ
ที่ผ่าน
การคัดเลือก",,,,,✔,✔,,,,,,,,,,,,,
ว30252,ชีววิทยา CUD AP 2,1,2,ศึกษาเรื่องการเคลื่อนที่ของสิ่งมีชีวิต ยีน โครโมโซม เทคโนโลยี DNA และวิวัฒนาการของสิ่งมีชีวิต เพื่อนำความรู้ไปใช้ปรโยชน์ในชีวิตประจำวัน,ผศ.น้ำผึ้ง,1,วิทย์-คณิต,4,"เฉพาะนักเรียนในโครงการ
ที่ผ่าน
การคัดเลือก",,,✔,✔,,,,,,,,,,,,,,,
ว32293,ประสบการณ์ตรงกับผู้เชี่ยวชาญด้านการแพทย์,1,2,"ศึกษาประสบการณ์ตรงในวิชาชีพแพทย์ เน้นความสำคัญของการพัฒนาตนเอง เพื่อการเตรียมตัวสำหรับการศึกษาต่อระดับอุดมศึกษา การสร้างทัศนคติเพื่อเข้าสู่วิชาชีพ และการประกอบวิชาชีพทางการแพทย์ ผ่านการพบปะและสนทนากับ
ผู้เชี่ยวชาญ/ผู้ทรงคุณวุฒิ",อ.พญ.พิมพกา และคณะ,1,วิทย์-คณิต,25,,,,,,,,,,,,✔,✔,,,,,,,
ว30240,อาหารสมุนไพรและโภชนาการ,1,2,ศึกษาเกี่ยวกับผักสมุนไพรที่ใช้ในอาหารต่าง ๆ ซึ่งผักอุดมไปด้วยเส้นใยอาหารตามธรรมชาติ หรือ อาหารที่มีส่วนผสมของสมุนไพร เป็นการใช้สมุนไพรทำอาหารในเมนูต่าง ๆ และจะได้เรียนรู้ความหมายและการนำสมุนไพรไปใช้ ซึ่งเป็นการนำผลิตผลธรรมชาติที่สามารถใช้เป็นยาตามตำรับยา เพื่อบำรุงร่างกาย และการนำสมุนไพรมาใช้ประโยชน์ในด้านต่าง ๆ เช่น อาหารสมุนไพร ยารักษาโรค เป็นต้น,"อ.นลิน / 
อ.ภัสรา / 
อ.ทวีศักดิ์",1,ทุกกลุ่ม,25,,,,,,,,,✔,✔,,,,,,,,,,
ว32286,CUD-EP เปิดโลกธรณี,1,2,"Study the area of geologic structures and deformation, fold, fault, the principle of uniformitarianism, stratigraphic laws, relative age and absolute age, index fossil and correlation, isotopic dating, classification and identification of igneous rocks, sedimentary rocks and metamorphic rocks, geologic maps.",T.Marko,1,ทุกกลุ่ม,30,"เรียนเป็น
ภาษาอังกฤษ",,,,,,,,,,,✔,✔,,,,,,,
กลุ่มสาระการการเรียนรู้คณิตศาสตร์,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ค32234,คณิตศาสตร์เพิ่มเติม 10,2,4,เวกเตอร์ในสามมิติ การดำเนินการของเวกเตอร์ จำนวนเชิงซ้อนและสมบัติของจำนวนเชิงซ้อน สมการพหุนาม หลักการนับเบื้องต้น การเรียงสับเปลี่ยนเชิงเส้น การเรียงสับเปลี่ยนเชิงวงกลมกรณีที่สิ่งของแตกต่างกันทั้งหมด การจัดหมู่กรณีที่สิ่งของแตกต่างกันทั้งหมด ทฤษฎีบททวินาม ความน่าจะเป็นของเหตุการณ์,อ.วิมลมาศ,1,ทุกกลุ่ม,24,,,,,,,,✔,,,✔,,,,,,,✔,✔,
,,,,,ผศ.กฤติญา,2,ทุกกลุ่ม,24,,,,,,,,✔,,,✔,,,,,,,✔,✔,
,,,,,อ.ไพโรจน์,3,ทุกกลุ่ม,24,,,,,,,,✔,,,✔,,,,,,,✔,✔,
,,,,,อ.วิวัฒน์,4,ทุกกลุ่ม,24,,,,,,,,✔,,,✔,,,,,,,✔,✔,
,,,,,อ.ดร.นที,5,ทุกกลุ่ม,24,,,,,,,,✔,,,✔,,,,,,,✔,✔,
,,,,,อ.มารุต,6,ทุกกลุ่ม,24,,,,,,,,✔,,,✔,,,,,,,✔,✔,
ค32242,วิธีวิทยาการวิจัย,0.5,1,"การทำวิจัยเชิงปฏิบัติการโดยนำโครงร่างการวิจัยที่ได้วางแผนไว้มาลงมือทำจริง เรียนรู้วิธีการดำเนินการวิจัยให้เป็นงานวิจัย
ที่สมบูรณ์ พร้อมสำหรับการนำเสนอผลงานต่อไป","อ.ดร.กรวรรณ / 
อ.ดร.ภัทรภร",1,ทุกกลุ่ม,8,,,,,,,,,,,,,,,,✔,,,,
ค32209,พรีแคลคูลัส 2,1,2,"ศึกษาเพื่อเตรียมความพร้อมในการเรียนแคลคูลัส ชั้น ม.6 
ในเรื่องลิมิตและความต่อเนื่องของฟังก์ชัน อนุพันธ์ 
และปฏิยานุพันธ์",ผศ. ชัยศักดิ์,1,วิทย์-คณิต,35,,,,,,,,,,,,,,✔,✔,,,,,
ค30214,เสริมทักษะคณิตศาสตร์,0.5,1,ฝึกฝนทักษะ กระบวนการทางคณิตศาสตร์สำหรับนักเรียนระดับมัธยมศึกษาตอนปลาย,อ.ดร.กุลนิดา,1,ทุกกลุ่ม,10,,,,,,,,,,,,,,,,,✔,,,
ค30219,โปรแกรมสเปรดชีตเพื่อการทำงาน,1,2,"การจัดการข้อมูลและวิเคราะห์ข้อมูลเบื้องต้นด้วยโปรแกรมสเปรดชีต เช่น Microsoft Excel, Google Sheets รวมทั้งผสมผสานการทำงานร่วมกับโปรแกรม Microsoft Word, Google Forms สำหรับการทำงานในอนาคต",อ.มานพ,1,ทุกกลุ่ม,25,,,,,,✔,✔,,,,,,,,,,,,,
,,,,,อ.มานพ,2,ทุกกลุ่ม,25,,,,,,,,,✔,✔,,,,,,,,,,
ค30253,"CUD-EP พื้นฐานการเป็นผู้ประกอบการ

(ปิดรายวิชา)",1,2,This will give students a basic understanding of how businesses are chosen and set up. Objectives of business owners are not only money but other objectives are in play and will be discussed. The fact that businesses have a responsibility to people other than the owners of the business will also be investigated.,T.Justin,1,ทุกกลุ่ม,15,"เรียนเป็น
ภาษาอังกฤษ",,,,,,,,,,,,,,,✔,✔,,,
ค30252,CUD-EP คณิตศาสตร์การพยากรณ์,1,2,"Explore the ancient Chinese classic, the I Ching (I-Ching) — not just as a book of divination, but as a mathematical and philosophical system rooted in binary logic, probability, and pattern recognition . This course introduces students to the 8 trigrams, 64 hexagrams, and the method of casting readings using coins , while exploring connections to Feng Shui, decision-making, and real-world applications .",T.Jun-Jun,1,ทุกกลุ่ม,8,"เรียนเป็น
ภาษาอังกฤษ",,,,,,,,,,,,,,,✔,✔,,,
กลุ่มสาระการการเรียนรู้ภาษาไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ท30227,รอยไทย,1,2,ศึกษาที่มาอาหารที่ปรากฏในวรรณคดีและวรรณกรรมไทย เกี่ยวกับประวัติความเป็นมา การปรากฏของอาหารในบริบทต่าง ๆ รวมถึงการสะท้อนคุณค่าทางสังคมและวัฒนธรรมผ่านอาหารการอ่านจับใจความและการสรุปเนื้อหาสำคัญจากข้อมูลที่ค้นคว้า และพูดนำเสนอข้อมูลได้อย่างมีประสิทธิภาพ รวมถึงการเขียนสื่อสร้างสรรค์ เพื่อแสดงออกถึงความสำคัญของอาหารที่สะท้อนเอกลักษณ์และคุณค่าทางวัฒนธรรม,อ.สุวิตรา,1,ทุกกลุ่ม,35,,,,,,✔,✔,,,,,,,,,,,,,
ท30228,AI เพื่อการใช้ภาษาไทยอย่างสร้างสรรค์,0.5,1,ศึกษาแนวทางการใช้ปัญญาประดิษฐ์ (AI) ในการเสริมสร้างทักษะการสื่อสารด้วยภาษาไทยเชิงสร้างสรรค์ ด้วยการพัฒนาเนื้อหาสาระที่น่าสนใจ เป็นประโยชน์ทั้งต่อตนเองและผู้รับสาร,อ.ดร.เฉลิมลาภ,1,ทุกกลุ่ม,35,,,,,,,,,,,✔,,,,,,,,,
"กลุ่มสาระการการเรียนรู้สังคมศึกษา
ศาสนาและวัฒนธรรม",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ส32239,นิติกรน้อย,1,2,"ศึกษาความรู้เบื้องต้นเกี่ยวกับวิธีการการหาตัวบทกฎหมาย 
การอ่านกฎหมายและแปลความตัวบทกฎหมาย ทักษะการใช้เหตุผลทางกฎหมาย การใช้ภาษากฎหมาย กระบวนการ
ในการพิจารณาคดีอาญา คดีแพ่ง คดีทางปกครอง คดีศาลรัฐธรรมนูญ",อ.สรายุทธ,1,ทุกกลุ่ม,35,,,,,,,,,,,,,,,,,,✔,✔,
ส32253,โลกแห่งการเงินสาธารณะ,0.5,1,"ศึกษาความรู้ทั่วไปเกี่ยวกับการบริหารการคลังสาธารณะ บทบาทของรัฐในระบบเศรษฐกิจ การบริหารนโยบายการเงินและนโยบายการคลัง รายรับของรัฐบาล งบประมาณแผ่นดิน ประเภทของระบบงบประมาณ รายจ่ายสาธารณะ หนี้สาธารณะ แนวทางแก้ไขปัญหา ความสัมพันธ์ระหว่าง
การบริหารการคลังสาธารณะกับสถานการณ์ทางเศรษฐกิจ
ของไทยและโลก",ผศ.ดร.ศรัณย์พร,1,ทุกกลุ่ม,35,,,,,,,,,,,,,,,,,,,,✔
ส32254,นวัตกรรมผู้ประกอบการ,1,2,"ศึกษาความหมายของนวัตกรรมผู้ประกอบการ หลักการของนวัตกรรมผู้ประกอบการ คุณลักษณะสำคัญและชุดความคิดสู่การเป็นนวัตกรผู้ประกอบการ กระบวนการสร้างนวัตกรรม
ผู้ประกอบการด้วยโมเดลเชิงธุรกิจ การวิเคราะห์ตลาดและ
แนวโน้มทางเศรษฐกิจและสังคมในอนาคต ",อ.กมลชนก,1,ทุกกลุ่ม,35,,,,✔,✔,,,,,,,,,,,,,,,
ส32256,เรียนรู้สังคมผ่านสื่อ,1,2,"ศึกษาแนวคิดเบื้องต้นของการสื่อสาร ความสำคัญและบทบาทหน้าที่ของสื่อรูปแบบต่าง ๆ รวมถึงความนิยมของสังคมผ่านสื่อ อิทธิพลของข่าวสารและสื่อที่มีต่อชีวิตประจำวันทั้ง
ในด้านสังคมและวัฒนธรรม ตลอดจนค่านิยมและความหมาย
ที่แฝงอยู่ในเนื้อหาสาระ",อ.พิสิษฐ,1,ทุกกลุ่ม,35,,,,,,,,,,,,,,,,✔,✔,,,
ส32257,เสน่ห์อารยธรรมโลก,1,2,ศึกษาความแป็นมาและความเจริญของมนุษย์ในการสร้างสรรค์ศิลปะตั้งแต่สมัยก่อนประวัติศาสตร์ สมัยโบราณ สมัยกลาง สมัยใหม่ จนถึงสมัยปัจจุบัน การปฏิสัมพันธ์ระหว่างสภาพสังคม เศรษฐกิจ การเมืองกับปัญญาความคิดและงานสร้างสรรค์ทางศิลปะในแต่ละสมัย สุนทรียภาพของงานที่สะท้อนความเจริญของมนุษย์ในแต่ละสมัย,อ.วันทนา,1,ทุกกลุ่ม,35,,,,,,✔,✔,,,,,,,,,,,,,
ส30233,เศรษฐศาสตร์น่ารู้,1,2,"ศึกษาเกี่ยวกับความรู้เศรษฐศาสตร์เบื้องต้น และประเด็นเศรษฐกิจที่พบเจอในชีวิตประจำวัน รวมถึงความรู้ด้าน
การทำธุรกิจเบื้องต้น เหมาะกับผู้ที่ต้องการเรียนต่อด้านเศรษฐศาสตร์ บริหารธุรกิจ การตลาด การเงิน ผู้ที่อยากมีธุรกิจเป็นของตนเอง และผู้สนใจเรื่องเศรษฐกิจ การเมือง และ
การทำธุรกิจ","อ.ดร.พิเศษพร / 
อ.ศิริธร /  
อ.ชยวัฒน์",1,ทุกกลุ่ม,8,,,,,,,,,,,,,,,,✔,✔,,,
กลุ่มสาระการการเรียนรู้การงานอาชีพ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ง30270,กราฟิกสร้างอาชีพ,1,2,ต่อยอดทักษะทางอาชีพในการทำงานด้านการออกแบบกราฟิก เทคนิคการออกแบบ สร้างภาพ 2 มิติ 3 มิติ เพื่อก้าวให้ทันเทคโนโลยีและอาชีพใหม่ ๆ ที่เกิดขึ้นในสังคม,อ.วนาลี,1,ทุกกลุ่ม,18,,,,,,,,,,,,,,✔,✔,,,,,
ง30274,นวัตกรรมการแปรรูปผลผลิตทางการเกษตร,1,2,"ศึกษาความรู้เกี่ยวกับหลักการแปรรูปเบื้องต้น พร้อมทั้งฝึกปฏิบัติการแปรรูปโดยใช้เทคนิคต่าง ๆ รวมทั้งศึกษานวัตกรรมและเทคโนโลยีในการแปรรูปที่น่าสนใจ สามารถเพิ่มประสิทธิภาพและมูลค่าของผลผลิตได้ เช่น การปฏิบัติ
หมักดอง และการใช้ความร้อน เป็นต้น",อ.ดร.อริสา,1,ทุกกลุ่ม,20,,,,✔,✔,,,,,,,,,,,,,,,
ง30282,จริยธรรมทางธุรกิจสำหรับคลื่นรุ่นใหม่,1,2,ศึกษาถึงเรื่องความเป็นมา ความหมาย ปัญหาของจริยธรรมทางธุรกิจ และความรับผิดชอบต่อสังคมของธุรกิจ รวมถึงแนวพระราชดำริของพระบาทสมเด็จพระเจ้าอยู่หัวกับจรรยาบรรณในการบริหาร อีกทั้งแนวทางการป้องกันปัญหาทางจริยธรรมทางธุรกิจที่จะเกิดขึ้นในอนาคต เพื่อให้การดำเนินการของธุรกิจเป็นไปด้วยความเจริญก้าวหน้าอย่างยั่งยืน อีกทั้งเป็นประโยชน์ต่อการอาชีพและสังคมในอนาคต,อ.อุษาสุดา,1,ทุกกลุ่ม,25,,✔,✔,,,,,,,,,,,,,,,,,
ง30291,ขนมไทยอะไรเอ่ย,1,2,ศึกษาประวัติขนมไทย ประเภท วัตถุดิบ  ในการทำขนมไทย การใช้และการเก็บรักษาเครื่องมือเครื่องใช้ในการทำขนมไทย การทำบัญชีรายรับ-รายจ่าย คิดราคาต้นทุนและการกำหนดราคาขาย ฝึกปฏิบัติขนมไทยประเภทต่างๆ ,อ.ศิรดา,1,ทุกกลุ่ม,20,,,,,,,,,,,,,,✔,✔,,,,,
ง30296,เพิ่มคุณค่าให้กับผ้าแบบอาร์ตๆ,1,2,ปฏิบัติเทคนิคการสร้างสรรค์ ลวดลายบนผืนผ้าที่หลากหลาย ,อ.ศยามล,1,ทุกกลุ่ม,10,มีค่าใช้จ่ายสำหรับอุปกรณ์ไม่เกิน 500 บาท,,,,,,,,,,,✔,✔,,,,,,,
,,,,,อ.ศยามล,2,ทุกกลุ่ม,10,,,,,,,,,,,,,,,,✔,✔,,,
ง30297,ห้องเรียนสกัดสมุนไพร,1,2,"ศึกษาความหมาย ความสำคัญและประเภทของสมุนไพร 
หลักการใช้สมุนไพรในการดูแลสุขภาพ การเตรียมวัตถุดิบสมุนไพร วิธีการสกัดสมุนไพรอย่างง่าย และการต่อยอดสารสกัดสมุนไพรสู่ผลิตภัณฑ์ที่สร้างสรรค์",อ.โมริสา,1,ทุกกลุ่ม,20,,,,✔,✔,,,,,,,,,,,,,,,
ง30298,มันนีดีไซน์,1,2,"ศึกษาแนวคิดพื้นฐานเพื่อทำกิจกรรมการวางแผนและบริหารจัดการการเงินและสินทรัพย์การลงทุนในยุคดิจิทัล เพื่อมุ่งพัฒนาผู้เรียนให้มีทักษะในการคิดวิเคราะห์ คิดสร้างสรรค์ 
รวมถึงเจตคติที่ดีทางการเงินการลงทุน เพื่อนำไปใช้เป็นพื้นฐานในการบริหารทางการเงิน ตลอดจนการทำงานทางธุรกิจ หรือประยุกต์ในอาชีพต่าง ๆ",อ.อุษาสุดา,1,ทุกกลุ่ม,20,,,,,,,,,,,,,,✔,✔,,,,,
ง30222,ถ่ายภาพและตัดต่อดิจิทัล,1,2,,ผศ.ดร.นาถวดี,1,ทุกกลุ่ม,7,,,,,,,,,,,,,,,,✔,✔,,,
ง32271,โครงงานอาชีพเกษตร 2,1,2,ศึกษาการจัดปฏิบัติโครงงานอาชีพเกษตรตามลำดับขั้นตอนของการเรียนรู้แบบโครงงานโดยมีการวางแผน การปฏิบัติและการประเมินผล,อ.ทิพวัลย์,1,ทุกกลุ่ม,20,,,,,,,,,✔,✔,,,,,,,,,,
กลุ่มสาระการการเรียนรู้ศิลปะ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ศ32238,จิตรกรรม,1,2,"ศึกษาวิธีการเรียนรู้ การคิด การสร้างสรรค์ ทักษะพื้นฐาน
ด้านทัศนศิลป์หรือการออกแบบ ผลงาน ปรับปรุงผลงาน ประยุกต์ใช้ และพัฒนาผลงานจนทัศนศิลป์หรือการออกแบบผลงานให้มีลักษณะเฉพาะบุคคล",อ.อัฐพล,1,ทุกกลุ่ม,15,"มีค่าใช้จ่ายสำหรับอุปกรณ์ 1,000-2,000 บาท",✔,✔,,,,,,,,,,,,,,,,,
ศ30239,ปฏิบัติการวงดนตรีเชมเบอร์ 2,1,2,"การปฏิบัติเครื่องดนตรีที่ใช้ในวงโยธวาทิต การบรรเลงรวมวง และการบรรเลงเดินแถว และบรรเลงบทเพลงที่ใช้งานจริงในกิจกรรมต่าง ๆ ของโรงเรียน การบรรเลงวงแชมเบอร์มิวสิก
ขั้นเบื้องต้น",อ.สุปัฏฐ์,1,ทุกกลุ่ม,10,"เฉพาะนักเรียนวงโยธวาทิต
ที่ผ่าน
การคัดเลือก",,,,,,,,,,,,,,,✔,✔,,,
ศ30241,ปฏิบัติการวงดนตรีเชมเบอร์ 4,,,,อ.สุปัฏฐ์,1,ทุกกลุ่ม,10,,,,,,,,,,,,,,,,✔,✔,,,
ศ30243,ปฏิบัติการวงดนตรีเชมเบอร์ 6,,,,อ.สุปัฏฐ์,1,ทุกกลุ่ม,10,,,,,,,,,,,,,,,,✔,✔,,,
ศ32237,ทักษะศิลปะตามถนัด 4,1,2,"ศึกษาและเรียนรู้พื้นฐานทางศิลปะ และนำความรู้ที่ได้ไปประยุกต์สร้างสรรค์ผลงานศิลปะตามความถนัดและความสนใจของตนเอง ทั้งการสร้างสรรค์งานจิตรกรรม ประติมากรรม 
ภาพพิมพ์ งานออกแบบและการสร้างสรรค์งานศิลปะดิจิทัล ในรูปแบบที่หลากหลาย",อ.อัฐพล,1,ทุกกลุ่ม,7,"มีค่าใช้จ่ายสำหรับอุปกรณ์ 500-1,000 บาท",,,,,,,,,,,,,,,✔,✔,,,
ศ32237,ทักษะศิลปะตามถนัด 4,1,2,"ศึกษาและเรียนรู้พื้นฐานทางศิลปะ และนำความรู้ที่ได้ไปประยุกต์สร้างสรรค์ผลงานศิลปะตามความถนัดและความสนใจของตนเอง ทั้งการสร้างสรรค์งานจิตรกรรม ประติมากรรม 
ภาพพิมพ์ งานออกแบบและการสร้างสรรค์งานศิลปะดิจิทัล ในรูปแบบที่หลากหลาย",อ.วนาลี,2,ทุกกลุ่ม,7,ต้องมีคอมพิวเตอร์พกพา หรือ iPad,,,,,,,,,,,,,,,✔,✔,,,
