รายวิชาเพิ่มเติม ม.6  2/2568,,"  หมายเหตุ :  1.  นักเรียนต้องอ่านเงื่อนไขของบางรายวิชาให้ชัดเจน และห้ามลงทะเบียนเรียนซ้ำในรายวิชาที่เคยเรียนมาแล้วในช่วง ม.4-6
,,,,,อ.พรพรหม,2,วิทย์-คณิต,33,,,,,,✔,✔,,,,,,✔,,,,,,,✔,,,
,,,,,อ.รัฏฏิกา,3,วิทย์-คณิต,33,,,,✔,✔,,,,,,,,✔,,,,,,,,✔,,
ว33255,ชีววิทยา 5,1.5,3,ศึกษาเรื่องการเคลื่อนที่ของ สิ่งมีชีวิต ยีน โครโมโซม เทคโนโลยี DNA และวิวัฒนาการ ของสิ่งมีชีวิต เพื่อนําความรู้ไปใช้ ประโยชน์ในชีวิตประจําวัน,ผศ.น้ำผึ้ง,1,วิทย์-คณิต,30,,,,,,,,,,✔,✔,,,,,,,,✔,,,,
,,,,,อ.นัยนา,2,วิทย์-คณิต,30,,,,,,,,,,,,,,✔,✔,✔,,,,,,,
,,,,,อ.นัยนา,3,วิทย์-คณิต,30,,,✔,,,,,,,✔,✔,,,,,,,,,,,,
ว33246,ทัศนศึกษาเชิงวิทยาศาสตร์,1,2,"เรียนรู้วิทยาศาสตร์ผ่านประสบการณ์จริงนอกห้องเรียน 
ศึกษาแหล่งเรียนรู้ พิพิธภัณฑ์ ฯลฯ เพื่อการใช้ในชีวิตประจำวัน",อ.สายสวาท,1,ทุกกลุ่ม,10,,,,✔,✔,,,,,,,,,,,,,,,,,,
ว33256,ตะลุยโจทย์ชีววิทยา,1,2,ทบทวนเนื้อหาชีววิทยาพื้นฐาน และฝึกแก้ปัญหาโจทย์ เพื่อ เตรียมตัวสอบเข้ามหาวิทยาลัย,ผศ.น้ำผึ้้ง,1,วิทย์-คณิต,35,,,,,,,,,,,,✔,,,,,,,,,,✔,
,,,,,ผศ.น้ำผึ้้ง,2,วิทย์-คณิต,35,,,,,,,,,,,,,,✔,,,,,,,✔,,
ว33257,ตะลุยโจทย์เคมี,1,2,ทบทวนเนื้อหาวิชาเคมีพื้นฐานและเคมีเพิ่มเติม ผ่านการทำโจทย์ทดสอบ โดยใช้โจทย์ทดสอบเคมีระดับประเทศ ทั้งที่เป็นโจทย์ภาษาไทยและภาษาต่างประเทศ เพื่อเตรียมความพร้อมสำหรับสอบเข้ามหาวิทยาลัยในหลักสูตรต่าง ๆ,อ.รัฏฏิกา,1,วิทย์-คณิต,35,นักเรียนที่ลงทะเบียนรายวิชา ตะลุยโจทย์เคมี ในภาคเรียนที่ 1 ไม่สามารถลงทะเบียนได้,,,,,,,,,,,,,,✔,✔,,,,,,,
ว33258,ตะลุยโจทย์เคมี 2,1,2,พัฒนาทักษะการวิเคราะห์และแก้ปัญหาโจทย์ทดสอบเคมีระดับประเทศ เพื่อเตรียมความพร้อมสำหรับสอบเข้ามหาวิทยาลัยในหลักสูตรต่าง ๆ,อ.ธาริณี,1,วิทย์-คณิต,35,,,,,,,,,,,,,,,✔,✔,,,,,,,
ว30209,ปฏิบัติการเคมี,1,2,"ศึกษาและปฏิบัติการทดลองทางเคมีที่เกี่ยวของกับปฏิบัติการทางเคมีในระดับชั้นมัธยมศึกษาตอนปลายและการศึกษาต่อในระดับมหาวิทยาลัย เช่น การไทเทรตกรด-เบส การเตรียมแก๊สออกซิเจน การเตรียมแก๊สคลอรีน การเตรียมสารประกอบออกไซด์และสารประกอบคลอไรด์ ไฟฟ้าเคมี ปฏิกิริยา
เอสเทอริฟิเคชัน ปฏิกิริยาสะปอนนิฟิเคชันและปฏิกิริยา
ไฮโดรไลซีส เป็นต้น",อ.ดร.ณัฐธยาน์,1,วิทย์-คณิต,25,นักเรียนที่ลงทะเบียนรายวิชา ปฏิบัติการเคมี ในภาคเรียนที่ 1 ไม่สามารถลงทะเบียนได้,,,,,,,,,,,,,,,,,,,,,✔,✔
ว30218,เรื่องของคลื่น,0.5,1,"ศึกษา วิเคราะห์ ทดลองเกี่ยวกับธรรมชาติของเสียง พฤติกรรมของเสียง การได้ยิน ปรากฏการณ์ต่าง ๆ ของเสียง เช่น บีต คลื่นนิ่งของเสียง ดอปเพลอร์ คลื่นกระแทก การประยุกต์ใช้ความรู้เกี่ยวกับการถ่ายโอนพลังงานของคลื่นกล ชนิดของคลื่น พฤติกรรมของคลื่น ธรรมชาติของแสง พฤติกรรมของแสงเชิงรังสี ปรากฏการณ์ที่เกี่ยวกับแสง ทัศนอุปกรณ์ ความสว่าง 
การถนอมสายตา ตาและการมองเห็นสี การผสมสารสี แสงสี และพฤติกรรมของแสงเชิงคลื่น ",ผศ.อมรรัตน์,1,วิทย์-คณิต,35,,,,,,,,,,,,,,,,,,,,,✔,,
ว30270,พื้นฐานการเขียนโปรแกรมภาษาซี,1,2,"ศึกษาปฏิบัติเกี่ยวกับหลักการเขียนโปรแกรม วิธีออกแบบและพัฒนาโปรแกรมคอมพิวเตอร์ พื้นฐานทางเทคโนโลยีและวิศวกรรม การเขียนผังงาน (Flowchart) ไวยากรณ์ของภาษาซี (C) โครงสร้างของข้อมูลและตัวแปร การดําเนินการทางคณิตศาสตร์และตรรกศาสตร์ งานฟังก์ชั่น การออกแบบ
อัลกอริทึม โปรแกรมควบคุมไมโครคอลโทลเลอร์ (Arduino)  และโครงงานสิ่งประดิษฐ์ควบคุมด้วยโปรแกรมคอมพิวเตอร์",อ.อมรินทร์,1,วิทย์-คณิต,8,,,,,,,,,,,,,,,,,✔,✔,,,,,
กลุ่มสาระการการเรียนรู้คณิตศาสตร์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ค33232,คณิตศาสตร์เพิ่มเติม 12,1.5,3,"ความหมายและประเภทของตัวแปรสุ่ม ตัวแปรสุ่มที่มีการแจกแจงเอกรูป การแจกแจงทวินาม และการแจกแจงปกติ 
การประยุกต์ใช้ความรู้คณิตศาสตร์ระดับมัธยมศึกษาตอนปลาย ในการแก้ปัญหา","อ.วิวัฒน์
(ปิดรายวิชา)",1,ทุกกลุ่ม,31,,✔,,,,,,,,,,,,,✔,✔,,,,,,,
,,,,,อ.อภิสรา,2,ทุกกลุ่ม,31,,✔,,,,,,,,,,,,,✔,✔,,,,,,,
,,,,,อ.ธนพัฒน์,3,ทุกกลุ่ม,31,,,,,,,,,,,,✔,,,,,,,,,,✔,✔
,,,,,อ.วิวัฒน์,4,ทุกกลุ่ม,31,,,,,,,,,,,,✔,,,,,,,,,,✔,✔
,,,,,อ.ดร.นที,5,ทุกกลุ่ม,31,,,,,,,,,,,,✔,,,,,,,,,,✔,✔
ค33204,แคลคูลัส CUD-AP 2,1,2,"เทคนิคการหาปฏิยานุพันธ์ การประยุกต์ของปริพันธ์ 
ปริพันธ์ไม่ตรงแบบ และอนุกรมกำลัง","อ.ดร.นที / 
อ.ธนพัฒน์",1,ทุกกลุ่ม,5,"เฉพาะนักเรียนในโครงการ
ที่ผ่าน
การคัดเลือก",✔,✔,,,,,,,,,,,,,,,,,,,,
ค33213,คณิตศาสตร์ประยุกต์เพื่อการศึกษาต่อ,1,2,"การสร้างเสริมประสบการณ์การเรียนรู้ในวิชาคณิตศาสตร์
พื้นฐานและคณิตศาสตร์เพิ่มเติมระดับมัธยมศึกษาตอนปลาย เพื่อเตรียมความพร้อมสำหรับการสอบวัดความรู้เชิงวิชาการ (A-Level) วิชาคณิตศาสตร์ประยุกต์ 1 สำหรับการศึกษาต่อระดับอุดมศึกษา ",อ.ธนพัฒน์,1,ทุกกลุ่ม,35,,,,✔,✔,,,,,,,,,,,,,,,,,,
ค33221,"พื้นฐานคณิตศาสตร์สำหรับศึกษาต่อ

(ตอนเรียน 1 เปลี่ยนเวลา)",1,2,"การสร้างเสริมประสบการณ์การเรียนรู้ในวิชาคณิตศาสตร์
พื้นฐานระดับมัธยมศึกษาตอนปลาย เพื่อเตรียมความพร้อมสำหรับการสอบวัดความรู้เชิงวิชาการ (A-Level) วิชาคณิตศาสตร์ประยุกต์ 2 สำหรับการศึกษาต่อระดับอุดมศึกษา",อ.ไพโรจน์,1,ทุกกลุ่ม,35,,,,,,,,,,✔,✔,,,,,,,,,,,,
,,,,,อ.มานพ,2,ทุกกลุ่ม,35,,,,,,,,✔,,,,,,,,,,,,,✔,,
,,,,,"อ.วิวัฒน์
(รายวิชาใหม่)",3,ทุกกลุ่ม,35,,✔,,,,,,✔,,,,,,,,,,,,,,,
ค33242,เสริมทักษะการวิจัย,0.5,1,"เสริมสร้างทักษะและความเข้าใจในระเบียบวิธีวิจัย เทคนิคการเก็บรวบรวมข้อมูลที่หลากหลายมากขึ้น และฝึกฝนการวิเคราะห์ข้อมูลขั้นสูงที่อาจต้องใช้โปรแกรมเฉพาะทาง หรือ
การตีความข้อมูลที่ต้องใช้การคิดวิเคราะห์อย่างละเอียดลึกซึ้ง","อ.ดร.กรวรรณ / 
อ.ดร.ภัทรภร",1,ทุกกลุ่ม,8,,,,,,,,,,,,,,,,,✔,,,,,,
ค30222,ภาษีรีเทิร์น,0.5,1,การคำนวณภาษีเงินได้บุคคลธรรมดา รายการเงินได้ที่รับยกเว้น และการวางแผนทางการเงินเพื่อการลดหย่อนภาษีในอนาคต,อ.ธนพัฒน์,1,ทุกกลุ่ม,25,,,,,,,,✔,,,,,,,,,,,,,,,
,,,,,อ.ธนพัฒน์,2,ทุกกลุ่ม,25,,,,,,,,,,,,,✔,,,,,,,,,,
ค30214,เสริมทักษะคณิตศาสตร์,0.5,1,ฝึกฝนทักษะ กระบวนการทางคณิตศาสตร์สำหรับนักเรียนระดับมัธยมศึกษาตอนปลาย,อ.ดร.กุลนิดา,1,ทุกกลุ่ม,10,,,,,,,,,,,,,,,,,,✔,,,,,
ค30219,โปรแกรมสเปรดชีตเพื่อการทำงาน,1,2,"การจัดการข้อมูลและวิเคราะห์ข้อมูลเบื้องต้นด้วยโปรแกรมสเปรดชีต เช่น Microsoft Excel, Google Sheets รวมทั้งผสมผสานการทำงานร่วมกับโปรแกรม Microsoft Word, Google Forms สำหรับการทำงานในอนาคต",อ.มานพ,1,ทุกกลุ่ม,25,,,,✔,✔,,,,,,,,,,,,,,,,,,
,,,,,อ.มานพ,2,ทุกกลุ่ม,25,,,,,,,,,,,,,,,,,✔,✔,,,,,
ค33253,"CUD-EP การเงินและการบัญชีเบื้องต้น

(ปิดรายวิชา)",1,2,"This course will develop: 1) a familiarity with accounting concepts and terminology; 2) ability to prepare, use and analysis of accounting data; 3) Application of accounting techniques and computation for decisions regardless of entity 4) Knowledge of the generally accepted accounting principles that are essential for a modern economy to operate.",T.Justin,1,ทุกกลุ่ม,30,"เรียนเป็น
ภาษาอังกฤษ",,,,,,,,,,,,,,,,,,✔,✔,,,
ค30253,"CUD-EP พื้นฐานการเป็น
ผู้ประกอบการ

(ปิดรายวิชา)",1,2,This will give students a basic understanding of how businesses are chosen and set up. Objectives of business owners are not only money but other objectives are in play and will be discussed. The fact that businesses have a responsibility to people other than the owners of the business will also be investigated.,T.Justin,1,ทุกกลุ่ม,15,"เรียนเป็น
ภาษาอังกฤษ",,,,,,,,,,,,,,,,✔,✔,,,,,
ค30252,CUD-EP คณิตศาสตร์การพยากรณ์,1,2,"Explore the ancient Chinese classic, the I Ching (I-Ching) — not just as a book of divination, but as a mathematical and philosophical system rooted in binary logic, probability, and pattern recognition . This course introduces students to the 8 trigrams, 64 hexagrams, and the method of casting readings using coins , while exploring connections to Feng Shui, decision-making, and real-world applications .",T.Jun-Jun,1,ทุกกลุ่ม,8,"เรียนเป็น
ภาษาอังกฤษ",,,,,,,,,,,,,,,,✔,✔,,,,,
กลุ่มสาระการการเรียนรู้ภาษาไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ท33211,ภาษาไทยวิชาการ,1,2,ศึกษาเกี่ยวกับความรู้พื้นฐานทางภาษาไทย ทักษะทางภาษา หลักการใช้ภาษา วรรณคดีและวรรณกรรม โดยจัดการเรียนรู้ผ่านการทำข้อสอบคัดเลือก เพื่อส่งเสริมศักยภาพทางวิชาการเกี่ยวกับสาระการเรียนรู้ภาษาไทยในระดับมัธยมศึกษาตอนปลายให้นักเรียนมีพื้นฐานเพียงพอที่จะนำความรู้ไปใช้ให้เกิดประโยชน์ทั้งในปัจจุบันและอนาคต,อ.นวพร,1,ทุกกลุ่ม,35,,,,,,,,,,,,,,,,,✔,✔,,,,,
ท30225,ภาษาไทยพลิกแพลง,1,2,"ศึกษาหลักการผวนคำ ฝึกผวนคำ ศึกษาหลักการของภาษาลู 
ฝึกฟัง พูด และเขียนภาษาลู และศึกษาการพลิกแพลงคำหรือเล่นคำจากเพลง",อ.ศุภกร,1,ทุกกลุ่ม,35,,,,,,✔,✔,,,,,,,,,,,,,,,,
"กลุ่มสาระการการเรียนรู้สังคมศึกษา
ศาสนาและวัฒนธรรม",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ส33253,กลยุทธ์การทูต,0.5,1,"ศึกษาแนวคิด ทฤษฎีความสัมพันธ์ระหว่างประเทศเบื้องต้น สถานการณ์ทางการเมืองระหว่างประเทศ สถานภาพของรัฐ องค์กรระหว่างประเทศ และองค์กรที่ไม่ใช่องค์กรของรัฐ 
ความร่วมมือและแก้ไขสถานการณ์ความขัดแย้ง เครื่องมือที่ใช้ในการดำเนินความสัมพันธ์ระหว่างประเทศ",อ.พงษ์ภัค,1,ทุกกลุ่ม,35,,,,,,,,,✔,,,,,,,,,,,,,,
ส33252,ประวัติศาสตร์ในวรรณกรรมและภาพยนตร์,1,2,"ศึกษาและวิเคราะห์บทเรียนจากอดีตด้วยการเปิดมุมมองใหม่ในวรรณกรรมและภาพยนตร์ ในฐานะหลักฐานทางประวัติศาสตร์อันมีพลังในการขับเคลื่อนและสะท้อนความเปลี่ยนแปลงที่เกิดขึ้นในสังคม ร่วมวิเคราะห์การประกอบสร้างความหมายและบริบททางสังคม โดยคำนึงถึงธรรมชาติและข้อจำกัดของ
หลักฐานดังกล่าวอย่างมีกระบวนการคิดทางประวัติศาสตร์",อ.พลอยสิริ,1,ทุกกลุ่ม,35,,,,,,,,,,✔,✔,,,,,,,,,,,,
ส33251,ว่าด้วยเรื่องเพศในมิติสังคม,0.5,1,ศึกษาจุดเริ่มต้นของการนิยามเพศ ความสำคัญของเพศในมิติต่าง ๆ ของสังคม ประเด็นในสังคมโลกร่วมสมัยที่เกี่ยวข้องกับเพศ ความแตกต่างระหว่างเพศสรีระ (Sex)  เพศสภาพ (Gender) และเพศวิถี (Sexuality) การสร้างสังคมที่มีความหลากหลายทางเพศ ตลอดจนสังคมที่ปราศจากการใช้เพศในการนิยามอัตลักษณ์ของบุคคล,อ.วิทวัส,1,ทุกกลุ่ม,35,,,✔,,,,,,,,,,,,,,,,,,,,
ส33262,งานภาคสนามในวิชาสังคมศึกษา,1,2,"ศึกษาปรากฏการณ์ทางสังคม การทำงานภาคสนาม พัฒนาตามหัวข้อเฉพาะตามความสนใจของแต่ละบุคคล จริยธรรมการทำงานภาคสนาม การใช้เครื่องมือทางภูมิศาสตร์และ
ภูมิสารสนเทศในการศึกษาทางสังคม การออกแบบแก้ไขปัญหาและแนวทางในการพัฒนาสังคม",อ.วิทวัส,1,ทุกกลุ่ม,10,,,,,,,,,,,,✔,✔,,,,,,,,,,
ส33261,การป้องกันตัวจากศาสตร์มืด,1,2,"ศึกษาความหมาย หลักการและองค์ประกอบของทักษะชีวิต หลักการและกระบวนการตระหนักรู้ในตนเองและผู้อื่น แนวทางการจัดการอารมณ์และความเครียด หลักการแก้ไขปัญหา 
การจัดการความขัดแย้งด้วยสันติวิธี การวางแผนและการจัดลำดับความสำคัญในชีวิต แนวทางการปกป้องตนเองเมื่อ
เผชิญภัยจากสังคมรูปแบบต่าง ๆ",อ.กมลชนก,1,ทุกกลุ่ม,35,,,,,,,,,,,,,,,,,✔,✔,,,,,
ส33259,แบกเป้ตะลุยโลก,0.5,1,ศึกษา วิเคราะห์ ความสำคัญและองค์ประกอบของการท่องเที่ยว ปัจจัยที่มีผลต่อการท่องเที่ยว รูปแบบการท่องเที่ยว การเตรียมความพร้อมในการเดินทาง การแก้ไขปัญหาระหว่างการท่องเที่ยว ปัญหาและผลกระทบจากการท่องเที่ยว การปฏิบัติตนเป็นเจ้าบ้านและการเป็นนักท่องเที่ยวที่มีคุณภาพเพื่อการมีส่วนร่วมที่ดีในสังคม การมีค่านิยมที่พึงประสงค์ตามวิถีพลเมืองโลกในสังคมเมืองที่รับผิดชอบต่อสังคมและสิ่งแวดล้อม,อ.ปรารถนา,1,ทุกกลุ่ม,35,,,,,,,,,,,,,✔,,,,,,,,,,
ส33264,แรงงานมือใหม่กับสิทธิที่ควรรู้,1,2,ศึกษาเกี่ยวกับกฎหมายด้านแรงงานซึ่งว่าด้วยความสัมพันธ์ระหว่างนายจ้างและลูกจ้างเพื่อคุ้มครองสิทธิและผลประโยชน์ รวมถึงสร้างความเป็นธรรมและสมดุลในการทำงานระหว่างนายจ้างและลูกจ้าง การจ้างแรงงานเบื้องต้น สิทธิประกันสังคมของแรงงาน การทำงานภาคอุตสาหกรรมด้านการผลิตและบริการ ค่าจ้าง ค่าล่วงเวลา ค่าชดเชย และหลักสิทธิอื่นๆ ที่เกี่ยวข้องกับภาคธุรกิจและแรงงาน,อ.ธีรภัทร,1,ทุกกลุ่ม,35,,,,,,✔,✔,,,,,,,,,,,,,,,,
ส30233,เศรษฐศาสตร์น่ารู้,1,2,ศึกษาเกี่ยวกับความรู้เศรษฐศาสตร์เบื้องต้น และประเด็นเศรษฐกิจที่พบเจอในชีวิตประจำวัน รวมถึงความรู้ด้านการทำธุรกิจเบื้องต้น เหมาะกับผู้ที่ต้องการเรียนต่อด้านเศรษฐศาสตร์ บริหารธุรกิจ การตลาด การเงิน ผู้ที่อยากมีธุรกิจเป็นของตนเอง และผู้สนใจเรื่องเศรษฐกิจ การเมือง และการทำธุรกิจ,"อ.ดร.พิเศษพร / 
อ.ศิริธร /  
อ.ชยวัฒน์",1,ทุกกลุ่ม,9,,,,,,,,,,,,,,,,,✔,✔,,,,,
กลุ่มสาระการการเรียนรู้การงานอาชีพ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ง30270,กราฟิกสร้างอาชีพ,1,2,ต่อยอดทักษะทางอาชีพในการทำงานด้านการออกแบบกราฟิก เทคนิคการออกแบบ สร้างภาพ 2 มิติ 3 มิติ เพื่อก้าวให้ทันเทคโนโลยีและอาชีพใหม่ ๆ ที่เกิดขึ้นในสังคม,อ.วนาลี,1,ทุกกลุ่ม,18,,,,,,,,,,✔,✔,,,,,,,,,,,,
ง30274,นวัตกรรมการแปรรูปผลผลิตทางการเกษตร,1,2,"ศึกษาความรู้เกี่ยวกับหลักการแปรรูปเบื้องต้น พร้อมทั้งฝึกปฏิบัติการแปรรูปโดยใช้เทคนิคต่าง ๆ รวมทั้งศึกษานวัตกรรมและเทคโนโลยีในการแปรรูปที่น่าสนใจ สามารถเพิ่มประสิทธิภาพและมูลค่าของผลผลิตได้ เช่น การปฏิบัติทำ
หมักดอง และการใช้ความร้อน เป็นต้น",อ.ดร.อริสา,1,ทุกกลุ่ม,20,,,,,,,,,,,,,,,✔,✔,,,,,,,
,,,,,อ.ดร.อริสา,2,ทุกกลุ่ม,20,,,,,,,,,,,,,,,,,,,✔,✔,,,
ง30278,เครื่องประดับทำมือ,1,2,เรียนรู้และฝึกปฏิบัติเครื่องประดับง่ายๆ ด้วยตนเอง ได้แนวทางในการประกอบอาชีพ,อ.ศยามล,1,ทุกกลุ่ม,20,,,,,,,,,,✔,✔,,,,,,,,,,,,
,,,,,อ.ศยามล,2,ทุกกลุ่ม,20,,,,,,,,,,,,,,,,,,,✔,✔,,,
ง30291,ขนมไทยอะไรเอ่ย,1,2,"ศึกษาประวัติขนมไทย ประเภท วัตถุดิบในการทำขนมไทย 
การใช้และการเก็บรักษาเครื่องมือเครื่องใช้ในการทำขนมไทย การทำบัญชีรายรับ-รายจ่าย คิดราคาต้นทุนและการกำหนดราคาขาย ฝึกปฏิบัติขนมไทยประเภทต่างๆ ",อ.ศิรดา,1,ทุกกลุ่ม,20,,✔,✔,,,,,,,,,,,,,,,,,,,,
ง30297,ห้องเรียนสกัดสมุนไพร,1,2,"ศึกษาความหมาย ความสำคัญและประเภทของสมุนไพร 
หลักการใช้สมุนไพรในการดูแลสุขภาพ การเตรียมวัตถุดิบสมุนไพร วิธีการสกัดสมุนไพรอย่างง่าย และการต่อยอดสารสกัดสมุนไพรสู่ผลิตภัณฑ์ที่สร้างสรรค์",อ.โมริสา,1,ทุกกลุ่ม,20,,,,,,,,,,,,,,,,,✔,✔,,,,,
ง30222,ถ่ายภาพและตัดต่อดิจิทัล,1,2,ฝึกทักษะปฏิบัติผ่านกระบวนการคิดเชิงสร้างสรรค์ นำไปสู่การสร้างผลงานที่ผ่านกระบวนการออกแบบ ได้เรียนรู้การใช้อุปกรณ์ถ่ายภาพ หลักการในการถ่ายภาพ การจัดองค์ประกอบของภาพ,ผศ. ดร.นาถวดี,1,ทุกกลุ่ม,7,,,,,,,,,,,,,,,,,✔,✔,,,,,
กลุ่มสาระการการเรียนรู้ศิลปะ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ศ33236,การบรรเลงดนตรีไทยขั้นนำ,1,2,ศึกษาการปฏิบัติทักษะการบรรเลงเครื่องดนตรีไทย การแปรทางเครื่องดำเนินทำนอง เพลงสองชั้น และชั้นเดียว อัตราจังหวะฉิ่ง จังหวะหน้าทับ รวมไปถึงการบรรเลงรวมวง ด้วยการลงมือปฏิบัติ สาธิต และปฏิบัติแบบกลุ่ม เพื่อให้นักเรียนมีความรู้ และทักษะในการใช้เครื่องดนตรีไทย เข้าใจกระบวนการบรรเลงเครื่องทำนองต่าง ๆ และการบรรเลงรวมวงได้ถูกต้องตามระเบียบวิธีดุริยางค์ไทย,อ.ภูวิศ,1,ทุกกลุ่ม,20,,✔,✔,,,,,,,,,,,,,,,,,,,,
ศ33242,ศิลปะในการเดินทาง,1,2,ศึกษาและเข้าใจรูปแบบงานศิลปะจากการสังเกตจากแหล่งเรียนรู้รอบตัว สิ่งแวดล้อม ภาพยนตร์ สื่อสิ่งพิมพ์อินเตอร์เน็ต รวมถึงหอศิลป์และพิพิธภัณฑ์ทางศิลปะ วิเคราะห์เปรียบเทียบกับงานทัศนศิลป์ตามความรู้จากวิชาศิลปะพื้นฐาน จากการอ่าน การสืบค้นข้อมูลด้วยตนเอง และการแลกเปลี่ยนในห้องเรียน เพื่อให้นักเรียนนำสิ่งต่างๆที่ได้มาสร้างแรงบันดาลใจในผลงานของตนเองตามความถนัดและความสนใจอย่างสร้างสรรค์,อ.ดร.อติญา,1,ทุกกลุ่ม,20,,,,,,,,,,,,✔,✔,,,,,,,,,,
,,,,,อ.ดร.อติญา,2,ทุกกลุ่ม,20,,,,,,,,,,,,,,,,,✔,✔,,,,,
ศ30239,ปฏิบัติการวงดนตรีเชมเบอร์ 2,1,2,"การปฏิบัติเครื่องดนตรีที่ใช้ในวงโยธวาทิต การบรรเลงรวมวง และการบรรเลงเดินแถว และบรรเลงบทเพลงที่ใช้งานจริงในกิจกรรมต่าง ๆ ของโรงเรียน การบรรเลงวงแชมเบอร์มิวสิก
ขั้นเบื้องต้น",อ.สุปัฏฐ์,1,ทุกกลุ่ม,10,"เฉพาะนักเรียนวงโยธวาทิต
ที่ผ่าน
การคัดเลือก",,,,,,,,,,,,,,,,✔,✔,,,,,
ศ30241,ปฏิบัติการวงดนตรีเชมเบอร์ 4,,,,อ.สุปัฏฐ์,1,ทุกกลุ่ม,10,,,,,,,,,,,,,,,,,✔,✔,,,,,
ศ30243,ปฏิบัติการวงดนตรีเชมเบอร์ 6,,,,อ.สุปัฏฐ์,1,ทุกกลุ่ม,10,,,,,,,,,,,,,,,,,✔,✔,,,,,
ศ33239,ทักษะศิลปะตามถนัด 6,1,2,"ศึกษาและเรียนรู้พื้นฐานทางศิลปะและนำความรู้ที่ได้ไปประยุกต์สร้างสรรค์ผลงานศิลปะตามความถนัดและความสนใจของตนเอง ทั้งการสร้างสรรค์งานจิตรกรรม ประติมากรรม 
ภาพพิมพ์ งานออกแบบและการสร้างสรรค์งานศิลปะดิจิทัล
ในรูปแบบที่หลากหลาย",อ.อัฐพล,1,ทุกกลุ่ม,7,"มีค่าใช้จ่ายสำหรับอุปกรณ์ 500-1,000 บาท",,,,,,,,,,,,,,,,✔,✔,,,,,
ศ33239,ทักษะศิลปะตามถนัด 6,1,2,"ศึกษาและเรียนรู้พื้นฐานทางศิลปะ และนำความรู้ที่ได้ไปประยุกต์สร้างสรรค์ผลงานศิลปะตามความถนัดและความสนใจของตนเอง ทั้งการสร้างสรรค์งานจิตรกรรม ประติมากรรม 
ภาพพิมพ์ งานออกแบบและการสร้างสรรค์งานศิลปะดิจิทัล 
ในรูปแบบที่หลากหลาย",อ.วนาลี,2,ทุกกลุ่ม,7,ต้องมีคอมพิวเตอร์พกพา หรือ iPad,,,,,,,,,,,,,,,,✔,✔,,,,,
